essay_id,full_text,score
18f7fc7,"some people believe that the face on mars is and alien artifact, i believe it is just a landform. there isn't enough evedance for this statement to be true. Although it was a cloudy time on mars when the first picture was taken i can see why people might think it is and alein artifact. But what you are accualy looking at is a mesa with weird shadows on it that make it look like a face. if you look at the picture from 1997 then at the picture from 2001 you can clearly see that their isnt a face. When the fist picture was realesed to the public LOTS of people sthought it was a face. so what do you do if everyone was saying it was an alien artifact? you would probably believe them. some people believe the face on mars is and alein artifact, i believe it is just a landform. ",2
eaa7637,"Many people believe that the face on Mars is an Egyptian Pharaoh. I believe that the face that appears on Mars is just a natural landform. I believe it is just a natural ladform because the text states that Michael Malin and his Mars Orbiter Camera team snapped a picture ten times sharper than the original Viking photos and it revealed a photo that looked like the face was just a natural landform. I also beleive that the face is just a natural landform because the text states that on April 8, 2001, on a cloudless day, Mars Global Surveyor drew close enough for a second look at the face. He took a picture using the camera's maximum resolution. The photo showed that the Martian equivalent of a butte or mesa which are landforms common around the America West. I also believe that the face is just a natural landform because people thought that it could be an alien artifact but that was proven to be wrong because of the good quality cameras. This is why I believe that the face that was discovered on Mars is just a natural landform.",3
3217d6b,"The Seagoing Cowboys program changed my life. It opened me up to new experiences and opportunities. That is why I believe other people should join the Seagoing Cowboys program too. Here are some reasons why I believe you should also join along.

First of all by joining you get to help those in need. While I was a Seagoing Cowboy we had to care for a country's animals that were shipped overseas. Which was an amazing experience for a small-town boy like me, which surely this would be a great experience for you too. Another example is that you get to visit many different places. Once I was able to see Europe and China, even Acropolis, Greece. Also I got take a gondola ride in Venice, Italy, a city with streets of water. It was an amazing experience that you would feel almost everyday if you joined the program. May I add you will have fun? Once when we took return trips, after the animals been unloaded, we would play baseball and volleyball in the empty holds where the animals were housed. We also would play table-tennis tournaments, fencing, boxing, reading, whittling, and even play games to pass the time. It was a fun time.

These are my examples of why you should join the Seagoing Cowboys program. Surely, if you join you will be open to new experiences and opportunities as I was. I hope you take these reasons in consideration and join, I bet it'll be an opportunity of a lifetime!",3
9800386,"1.) What is the Electoral College' A electoral college is a process, not a place. I didn't know they had 538 electors. majority of 270 electoral votes. Representatives plus two for your Senators. . . . The Congressional delegation one of each memeber in the house. But i do think the District of Columbia. is each candidate running for President in your state has his or her own group of electors. Chosen a party political party, responsibilities. but what will happen if something happens to the congress what will go wrong? for the stuff that they be having partys for the policital paartys & stuff what do they do that for the things they have. like will the president be alright with this stuff that be going on but these things is good cause we will like the same things but idk know it that was alot of 538 electors but some of it will work.

2.) THe Indefensible Electoral College: Why Even the best-laid defenses of the system are wrong' I understand what the American people is doing its a factor that some of yall got to learn thoe. Kennedy i don't understand his and they way he do like its alot for the candidate but for the other ones i dont know like what's up with the candidate and kenndey, the passage says .. In the same vein, ""faithless"" electors have occasionally refused to vote for their party's candidate and cast a deciding vote for whomever they please... oh, and what if the state sends two slates of electors to Congress? it happened in Hawaii in 1960. Vice President richard Nixon, who was presiding over the Senate, validated only his opponent's electors, but he made sure to do so ""without establishing a precedent."" what if that happend again? During the 200 campaign , seventeen states didn't see the candidates at all, including Rhode Island and South Carolina, and voters in 25 of the largest media markets didn't get to see a single campaign ad. If anyone has a good argument for putting the fate of the presidency in the hands of a few swing voters in Ohio, they have yet to make it. . . . Yes that's right they do have to make it to the candidate first they just can't walk up there first you got to be president by the pesident frist if you not by him or here then you messe dup for goood its not working out like that at all. it's official: the electoral college is unfair, outdated, and irrational. The best arguments in favor of it all mostly assertions in without much basis in reality. And the arguments against direct elections are spurious at best. It's hard to say this, but Bob Dole was right: Abolish the electoral college!

3.) In 2012 election, for example, Obamma received 61.4 percent of the electoral vote compared to only 51.3 percent of the popular votes cast for him and romney. . . . BEcause almkost all states award electoral votes on a winner -take-all basis, even a very slight plurality in astate creates a landslide electoral -vote victory in that state. A tie in the nationwide electoral vote is possible because the total number of votes 538 is an even number, but it is highly unlikely. . . . The residents of each other regions are likely to be a successful presidents. The residents of other regions are likely to be feel disenfranchised- to feel that their votes do not count, that the new president will have no regard. Swing States' [2012's] election- to focus their campaign efforts on the toss-up states. . . . Big Staes' The popular vote was very close in Florida [in 2012]; nevertheless Obama, who won that vote got 29 electoral votes. A victory by the same margin in Wyoming would net the winner only 3 electoral votes. So, other things being equal, a large state gets more attention from presidentail candidates in a campaign than a small state does. . . . Avoid Run-Off Elections' Nixon in 1968 and Clintion in 1992 both had only a 43 percent plurality of the popular votes , while winning a majority in the Electoral College (301 and 370 electoral votes, respectively). There is presssure for run-off elections when no candidate wins a majority of the votes cast; that pressure, which would greatly complicate. . . . It can be argued that the electoral College method of selecting the president amy turn of potentail that is right because sometimes you really don't have that much of that stuff like that now but sometimes its hard to see stuff like that but you got to work on some things like that but not everything likec come on now. so candidates who do that some want. . . . But of course no voter's vote swings a naional election, and spite of that about one-half the eligible American population did vote in [2012's] election. Voters in presidential elections are people who want to express a political preference rather than people who think that a single vote may decide an election. . . . Democrats in Texas, for example , or Republicans in California. Knowing their vote will have no effect , tghey have less incentive to pay attention to the campaign than they would have if the president were picked by popular vote. . . .            ",1
eb73df2,"In the article ""Driverless Cars Are Coming,"" the author clearly presents positive and negative aspects of driverless cars. Comparing future driverless cars to today's taxis, the cars would only use half the fuel of today's public transportation. The cost of the driverless car may be expensive, due to the additional sensors and assistance that the car provides. Google has owned driverless cars for specific conditions. Their cars have driven abundance of miles without a crash, but these vehicles are not specifically driverless. When there is a conflict with pulling in and out of a driveways or traffic issues, the vehicle alerts the driver to take over.

Many people would believe that driverless cars can make a positive impact on our future society. The text states, ""For starters, they needed a whole lot of sensors."" According to the text, a driverless car would have to have many sensors to be fully safe. That information is a pro to driving vehicles like these. The text also states, ""The information from the sensors can cause the car to apply brakes on individual wheels and reduce power from the engine, allowing far better response and control than a human driver could manage alone."" This is an example that high-technology sensors can help prevent crashes from happening.

Another example that the author presents positive aspects of driverless cars is that a car company, BMW, announced the development of ""Traffic Jam Assistant."" According to the text, ""The car can handle driving functions at speeds up to 25 mph, but special touch sensors make sure the driver keeps hold on the wheel."" Many people would love the idea of driverless cars, but people also need to be reassured that they need to be alert when being in a driverless car. Many people will take advantage of the idea of having driverless cars, but people also need to be reminded that driving is serious to theirs' and others' health. The author also states that none of the cars developed so far are driverless. It is always best to make sure that people are aware of this information.

The text also states, ""They can steer, accelerate, and brake themselves, but all are designed to notify the driver when the road ahead requires human skills, such as navigating through work zones and around accidents."" When a driver loses focuses when driving, that driver will be alerted when the road ahead requires human skills. The sensors will be ready to get the driver's attention whenever there are conflicts along the way. Drivers need to be prepared to take over at any time. Furthermore, manufacturers are considering to add heads-up displays in the vehicle.

Although Google cars prove that driverless cars are safe to drive, people can argue that driverless cars could be expensive in the future. With all the technology, sensors, antilock brakes, and driver assistance, people will wonder if driverless cars are expensive. People should be able to have a vehicle that they can feel safe in. With this invention, people will have the urge to be able to own one.

The text also states, ""Automakers are continuing their work on the assumption that the problems ahead will be solved."" Furthermore, automakers will make sure that nothing will go wrong with this inevitable invention.

All the evidence in the text illustrates that driverless cars will take over in the near future. Driverless cars will have a positive impact on our society. Driving will be safer for everyone with the advanced technology that has been invented. The idea of having driverless cars could be far from us, but with all these inventions, we are growing closer to fully have these advanced vehicles.",3
e5f3160,"Driverless cars are not a good idea and I am not for them. Driverless cars are very expensive to begin with. Uprgrades to public roads need to be done for the Smarter Cars to be driven on. The massive upgrades to the roads will also cost too much money.

Self driven cars still do not meet all safety measures, that's why it is illegal to drive on the road with them in most states. None of the cars developed so far are completely driverless. They can steer, accelerate, and brake themselves. They all require the driver to drive throught work zones and around accidents. Why shouldn't the driver just drive all the time if you have to drive through little things like work zones? Driving doesn't require much skill besides being aware of your surroundings. What else do you have to do in a car on the road? Driving should be a basic human skill for all people in the world today.

Almost all driving laws help secure the drivers, passengers, and pedestrians safe. Keeping these laws are best achieved with alert human drivers. You never know when the computer in the car will malfuction, or when the devices will just suddenly stop working. If the technology fails, the blame goes on the manufacturers. There will most likely be a lot of court cases that the car companies will have to deal with if the cars malfuction.

The self driving cars will cost a lot less money on gas, nearly 50 percent of gas will be saved. But the money that you save on gas, doesnt make up for how much the car will cost, how much the upgraded roads will be, and the risk you are taking letting a computer drive you around wherever you want to go, even when you have to do some of the driving yourself. The cost of the gas does not make up for how much everything else will cost.

I am not for driver less cars. Most of the self driving cars will come down to two things, money and safety. It will cost to much money for everything with the cars besides gas. There still isn't enough safety being provided in the vehicles. The upgrades that need to be done, you dont know if they will be safe and you know the cost of them will be really high. I am not for driver less cars.",4
cbdf284,"Many of you people who believe in the paranormal think NASA is trying to hide that there is life on Mars. You can put your doubts to rest bacause there is multiple evidence that ""The Face of Mars"" is NOT an alien formation.

As shown in many photos of the face there are unusual shadows in this formation that do seem to appear to be a face. But there are also many formations on Earth that take the shape of faces and everyday things. ""What pictures actually shows is the Martian equivalent of a butte or mesa--landforms common around the American West"" says Garvan, who is the chief scientist for NASA's Mars Exploration Program.

Acording to Gavan when they first took the pictures of the face they were very surprised by this discovery, but later dicovered ""...a natural landform. There was no alien monument after all."" ""it was just another Martian mesa, commom enough around Cyndonia."" Cyndonia is an area or Mars. So, once again it has been scientifically proven that there is no alien monument or formation.

There are many pictures, blurry pictures and well taken pictures, of the The Face of Mars that show that there is no alien monument. The formation is just your every day mesa that just so happens to look like a face.",3
7b71e51,"The face on mars could not be made by aliens because the face on Cydonia change over time, its a rock trasformation , and there woukd have been more things to prove life on mars. The thinking that aliens is a bit over bord.

The face on the red planet ""Cydonia"" changed over time. If there was life on Cydonia the face wouldnt have changed like it did. In 1976 it looked like a shadow face. 1998 it had a white tent to it. 2001 it had racks like a rock. The face would had stayed the same if there was living life on it.

Another reason is it looks more like a trasformening rock. People tend to already had a picture of what soemthign is in there head. When the people that took the picture saw this thought it looked like a face. When you tell poeple what something looks like they wont fight you because in there head they seen it. The rock is just a time changing thing. 2001 it dosent even look like a fcae that they try and make you see.

On earth we have thing to prove that we live on here. On the red planet they only found this one thing. If there was life there would be more things to prove it and sooner. 1976 to 1998 is 22 years. In 22 years there has been only one ""face"" found. 1998 to 2001 is 3ish years. The same ""face was there but it was different. So 25 years has pasted on anf there has only been one thing the shows that there could be life on the red planet.

Now I under stand that it does look like a human face yes. And different people have went up there just to take picturse of it. But if there was life on this planet it dont you think it would have shown itself a little bit more and not hide for 25 years giving us one piece of evidence that its real.

If there was live on plante Cydonia it would had been more things to prove it. Also The face didn't stay the same. Another reason is a rock is more believibale then aliens. Just something to think about is they did think there was life on a different planet but earth dont you think they would tell people and not try and hide it for as long as they can. They would want the world to know more about it.",3
fe55509,"Have you ever felt something and you don't know what you're feeling or why you're feeling that way? New computer technology based around FACS (facial Action Coding System) created by Dr. Paul Eckman can read your emotions. I know you might be asking yourself, ""why would I want that?"" but allow me to further introduce you to this program and why it's such a good idea.

First let me ask you, what harm would it honestly do? Why wouldn't you want this software? I understand that it might sound silly and that technology is really getting ahead of time but it's truely a brilliant idea. The program can single-handedly understand any of your six emotions. This includes, happiness, surprise, anger, fear, sadness and disgust. It completes these tasks by recognizing facial muscles and how they move to create these emotions.

This software might also be able to help people have a better understanding of friends emotions and how to make their peers and friends feel better. The program after identifying your emotions, finds ways to up your mood a little. The article states; ""For example, if you smile when a web ad appears on your screen, a similar ad might follow. But if you frown, the next ad will be different."" If someone didn't want to have this software, they might as well be saying they don't want to be happy!

The computer software can also identify mixed emotions, such as the example they gave of Mona Lisa stating; ""She's 83 percent happy, 9 percent disgusted, 6 percent fearful, and 2 percent angry."" This is ideal, contrary to the idea that someone might only be feeling one emotion at the time, as it is unlikely. If these computers can find a way to make people happy or to make people smile, the world could be a better place. The software could help other people understand feelings and emotions better and allow for more emotion-realted communication to take action. Why would anyone turn this awesome opportunity down?

If you have experienced feeling emotions and not understanding why or what you're feeling, this software is for you. Even if you haven't experienced this, this softwear could be the reason you smile and if that isn't in your interests,

you should rethink. Overall, there is no down-side to this program. It can tell what you're feeling by your 44 major muscles located in your face. It can also sense your mixed emotions as well. Everyone needs something in their life to help cheer them up and this is the fix to that problem.               ",4
26b13f6,"I think that boys should join the Seagoing Cowboys program. Because during this trip you get to go place that you have never been before, take care of animals, and not only work but you get to play games and sports.

One thing that I did on my aventure was I went and saw Europe and China. But seeing the Acropolis in Greece was special. So was taking a gondola ride in Venice, Italy, a city with streets of water. I also toured an excavated castle in Crete and Marvled at the Panama Canal on my way to China.

Seagoing Cowboys half to take care of the horses, young cows, and mules that were shipped over seas. Once I had to get on the SS Charles W. Wooster, headed for Greece- with a cargo of 335 horses plus enough hay and oats to feed them.

Plus in the spare time the cowboys (us) played baseball and vollyball games in the empty holds where animals had been housed. Table-tennis tournaments, fencing, boxing, reading, whittling, and the other games also helped pass the time.

But being a Seagoing Cowboy was much more than an aventure.

But it opened up the world to me.

I'm so grateful for the opportunit, it made me more aware of people of other countries and their needs. The awareness stayed with me, leading my family to host a number of international students and exchange vistors for many years.

All of the things that I got to see, do, and play you could to. But the most important thing is that if you join the program then you get to help with things that are important. So what do you say will you join? Or will you stay at home and not help and see the world like I did? But just so you know this is a once and a life time experience. I enjoied, now it's your turn now. ",3
ee94b0a,"In the short story "" The challenge of Exploring Venus"" it starts out providing information about the planet Venus , also called ""Evening Star"", and how it is so easy to spot in the night sky. Venus is often referred to as Earth's ""Twin""

because Venus is closest planet to Earth in terms of density and size. However to explore this planet is very very difficult.

In paragraph 3 in the story it says, there is a thick atmosphere of almost 97 percent carbon dioxide that blankets Venus. To add on to that, there are clouds of highly corrosive sulfuric acid in Venus's atmosphere. The planets surface has temperatures that average over 800 degrees Fahrenheit, and the atmospheric pressure is 90 times greater than what we experience on Earth. It also says that besides the high pressure and heat, Venusian geology and weather present additional impediments like erupting volcanoes and frequent lightning strikes to probees seeking to land on its surface. This is why it is so difficult of us to explore Venus because of its harsh conditions.

In paragraph 5 of ""The Challenge of Exploring Venus,"" that NASA is coming up with some solutions to the hostile conditions of Venus that would allow scientist to float above the fray with a blimp-like vehicle hovering 30 or so miles above the roiling Venusian landscape. This would avoid unfriendly conditions by staying up and out of their way. Further in the story, in paragraph 7, it tells us how NASA is thinking back to the 1800s and 1940s when they had mechanical computers that made calculations by using gear and lever and do not require electronics at all. Although modern computers are enormously powerful, flexible and quick, they tend to be more delicate when it comes to extreme physical conditions. By comparison, systems that use mechanical parts can be made more resistant to pressure, heat, and other forces. By using these computers we would be able to calculate many things about Venus even though it has such a harsh climate.

The author provides us with so much information on how we can find and figure out ways to explore Venus despite the dangers it presents us with. To blimps and computers, we could possibly find many more ways to test and find out new things about Venus and get an understanding about it. As it says in the last paragraph human curiosity will likely lead us into equally intimidation endeavors. Our travels on Earth and beyond should not be limited by dangers and doubts but should be expanded to meet the very edges of imagination and innovation.                 ",4
cfa680e,"The Facial Action Coding System, which is a new software, has been developed that improves accuracy in perceiving the emotions of others. The new software has promosing applications for a variety of industries. The software can recognize emotions. The Facial Action Coding System could be a good software for human emotions.

According to Paragraph 2, someone asked if they can actually calculate emotions like math homework and he also asked how can a computer recognize the subtle facial movements we humans use to express how we feel. The answer was the process begins when the computer constructs a 3-D computer model must move like human muscles.

I think it can be valuable because the software is for calculating emotions. Emotions like happy, sad, or angry. For example if you smile when a Web ad appears on your screen, a similar ad might follow. But if you frown, the next ad will be different.",2
60a7049,"Usage of cars has been decreasing due to the effects it can have on the environment and the opinions of the public. Driving has had a major impact on the atmosphere due to it's polluting effects. Smog covers highly populated cities where driving is just another way of carrying out everyday-life. Though transportation by car has been a huge help in economic progress, it still comes with a price.

If we had no cars there would be less deaths, decreased enviromental instability, and shorter use for our limited amount of fuel. Texting/drinking and driving are some of the biggest causes of death in vehicles. The number of deaths caused by texting or drinking when driving has skyrocketed over the years. These areas where driving is prohibited are probably very safe places and the number of deaths brought about by driving are most likely little to none.

But life without cars can pose for some serious problems. Yes, it may cause fewer deaths and decrease pollution. But, it will also bring about issues such as; limited transportation of goods, infestation of the homeless (not a joke), and many inexperienced drivers when they are needed. In war, mobile transportation by car or truck is often needed. If people who can't drive are appointed to tasks such as driving, they won't be much help and could make things worse. Yes, they could be taught but time is not everlasting.

But all negatives aside, the suburban areas of the world could become much safer places without cars. No kids would get accidentily ran-over when their ball rolls into the street and the try to retrieve it. It would just be a much safer environment. Teens have no interest in learning to drive nowadays because they're either too lazy, or they see the effects it has on the world. of course trains and emergency transportation will be needed though. But regular cars and vehicles aren't a neccessary attribute to everyday life.

In conclusion, cars that don't serve a neccessary purpose aren't needed. What are the cars that do? Those vehicles would be firetrucks, ambulances, and other emergency vehicles. But cars ment for our own personal transportation can be left out of the picture. Now if only we could do the same about drugs...    ",2
09ce958,"Dear, State Sentor

I think the electoral college should be changed and people old enough to vote should be able to chhose who they want to be president. I think people should be able to choose who they want to be prsident because. And he start destroying the economy and he starts taking away things that some people need to survive or maintain.

One reason I think citizens should be able to choose who they want to be prsident because what if someone gets elected as president and for example he or she decides to begin a marshal law in the whole united states. Then he starts putting a chip in evevyones body and we get told when to eat and when not to eat. Then he or she starts to put us in concentration camps and we get paid 2 cents a hour and killed if we dont cooperate.

Another reason I think citizens should be able to choose who they want to be president is because. Its not fair to people cause that would be like a citizens vote doesnt even count and the government doesnt really care about what citizens think and they dont care about how we feel. Then if the wrong person gets elected and he or does something no one likes everybody gone be mad cause they didnt for that to happen.

Finally I think citizens should be able to vote for who they want to be president is because I honestly dont think the government doent care how anybody feel. And The Electoral college avoids the problem of elections in which no canidate recieves a majority of the votes cast. The electoral college method for selecting presidents may turn off potential voters for a canidate who has no carrying their state.

Now you see why I think people should be able to choose who they want to be president. I hope you enjoy reading my letter and i hope you see where im coming from and what im talking about.     ",2
3f19352,"Is the use of a new technology called the Facial Action Coding System valuable to read the emotional expressions of sudents in a classroom?. In the article ""Making Mona Lisa Smile"" by Nick D'alto, the author describes how a new technolgy called the Facial Action Coding System enables computer to identify human emotions. It is a new software that has been developed that improves accuracy in perceiving the emotions of others, and, has promissing applications for a variety of industries. The use of this new technology is valuable to read the emotional expressions of students in a classroom because it recognizes whether a sudent is boring or confused, it detects 6 basic emotions and even mixed and it hepls the person not only to express the emotions but to produce them.

School brings a lot of emotions to the students, they might be good or bad feelings. But the most common feelings seen by the techers are boredom, and confusion from the students, sometimes the teachers are not able to identify those emotions, since students just might fake a smile and the teacher will be satisfied that the student is doing just fine or thewy might be confused but afraid to speak up so they just sit there like everything is just normal. So, how might the teacher be able to identify these emotions? The Facial Action Coding System has the answer. In the passage it states ""A classroom computer could recognize when a student is becoming confused or bored"". It also states ""Then it could modify the lesson, like an effective e human instructor"". By this evidence , the author tries to persuade the reader to get more into this new technology and how it is just not a software but a valuable thing. With this technology it would be easier for the teacher to identify when one or more students are bored; this would allow them to think throught about changing a new method to teach so the studetns don't get bored in class. It also helps them to notify when a student is confused on a topic, so the teacher would be able to take the necessary time to explain and explain until the student is able to understand the new topic learned. The mayority of students nowdays don't care about school or just don't get the new topic learned, but teachers try their best to help them, but they think everything is just fine, so they don't bother on asking or trying harder. Communication is the key to success but they don't implement it, so what is best than a new tehnology to help out a little.

There are 6 basic emotions; happiness, surprise, anger, disgust, fear, and sadness and there are even people that have not only one but two mixed emotions at the same time.. Wouldn't it be great to be able to recognize when a person is having these emotions?. This new technology is here to help. In the passage it states ""Eckman has classified six basic emotions... and then associated with characteristic movements of the facial muscles"". It also states ""The software can even identify mixed emotions (as in Da Vinci's masterpiece). Each expression is compared against a neutral face(showing no emotion)"". This evidence illustrates by the aouthor shows how great and advanced this technology is, being able to identify not only one emotion, but more than one at the same time, letting the world know, but most important the teachers in a classroom that they don't have to worry more about to be able to identify by guessing how a student is doing, because this technology has the answers. It is so hard to identify when a person is feeling all types of feelings and not be able to help out becuase no one knows what the mixed feelings are . Teachers have a rough time with students trying to figure it out. But with ths technology teahcers would be more notified of the problem, so they create a scenari to help them out.

Emotions are everywhere, everyone experience at least one of them. This new technology not only helps the person to express an emotion but to produce them. A teacher in a classroom is able to teach but sometimes they are not able to transmit the feeling of learing to the students, and the new technology Facial Action Coding System would be a lot of help. In the passage it states ""The Mona Lisa is really intented to bring a smile to your face, while it shows just how much this computer can do"". It also states ""Most human communication is nonverbal, incluiding emotional communication"". By this evidence the author projects how this new technology is capable of doing just anything and how it helos to improve the best on a classroom, helping out not only the students but the teachers. With this new technology teachers would be able to get the students to be more interested in the class, leading them to get a good grade, and to the understanding of every new topic.

Now, Do you think this new technology called the Facial Action Coding System is valuable to read the emotional expressions of students in a classroom?. By being able to detect 6 basic emotions and even mixed emotions, to recognize whether a student is bored or confused and by helping the person not only to express the emotion but to produce it, it is shown that this new technology is valuable. Communication is one of the basic steps to create a better living world but sometimes communication is just not implemented in society. So the help of this new technology is needed. A teacher woulld be able to help a student is they knew if the students where confused or bored. They would try different types of ways to get back the attention of the students so they can do good in the calls. Another reason is being able not only to know one emotion but multiple emotions; Teachers wouldn't have to be guessing the emotions of the studetns, and the time lose trying to guess their emotions, they would be finding ways to help the student solve their problem, becuase they already know what is going on. In the classroooms it is very hard for the sdtudents to concentrate in a very boring topic, and the teachers just will continue beuase the sdtudents just don't communicate or show anything else than just a black emotion and this new technology is able to get the person to express the emotion. Is really interesting what this technology can do.         ",5
5992dc7,"The development of driverless cars should not be allowed. Driverless cars would not be good in the United States. It wouldn't be good for the simple fact that it could leave a gas in the air that would pollute the world. It would be dangerous to the people who do not own a driverless car. Also the driverless car would cost billions of dollars, so most people wouln't even bother to spend their money on something like that.

Driverless cars would not be a good idea for the world because it could pollute the Earth with a gas that many people could get sick from, and potientially die from. These ""Driverless cars"" will have to run on some type of fuel, they will not be able to run on solar power for the simple fact that some people work, and do other things at night time. The fuel that the cars will run on could get the people who are walking by the cars sick because of all the toxic fuems in the air. If everyone is sick or has passed away because of the fuems, how would the people who built and worked on these cars make money?

Also another reason ""Driverless Cars"" shouldn't be allowed is the cost of the car. Driverless Cars will be expensive to buy, let alone the cost to have it worked on, if the car has a few issues with it. Most citizens in America are middle class citizens, meaning are not rich. So basically, only the rich, and famous people will be buying these cars. Its poitnless to spend all of your money on car, that could possibly cost more than the house you are living in.

As stated in paragraph three, ""General Motors, in the 1950s, tried to creat a concept car that could run on a special test track."" That idea did not work because the roads the cars would have to drive on, are the ones we use, and our roads are not upgraded to that point yes. It also states in paragraph three that, ""Engineers at Berkeley tried something similar, but they used magnets with alternating polarity."" Once again it worked to a certain degree, but on the roads most cars drive on, they would have to do major upgrades on them. Both these ideas were very good, but will not work because of our roads that we drive on today.

Many people would like to own a ""Driverless Car,"" but cannot because of the roads we drive on today are not up to par. Driverless cars should not be allowed in the World. The gas fuems could pollute us, they would cost lot of money, and they have already tried something like that before but it did not work due to the roads we drive on. The people who built and worked on these cars would not make a lot of money due the fact that most people are middle class, and will not spend more money on car, that could possible cost more than their house they are currently paying for, or own.         ",4
67f1404,"""Facs's"" or facial action coding should be allowed to read the emotional expressions of students in the classrom and it would be valuable. Having facial action coding could help to allow a teacher to see when a student may be bored or is confused and simply needs some help.

Prof. Thomas huang of the beckman institute, and also prof. Nicu Sebe of the university of amesterdam have been working together to create and improve facial action coding for it would be extremely valuable for our classrooms. Having facial action coding would help teacher's be able to see all how the class is feeling and making sure they feel energized and happy in their working enviornment,yet also allows the teacher to see when a student needs help:""A classrom computer could recognize when a student is becoming confused or bored,"". In addition because of the facial actions coding capabilities to detect these emotions it could also modify a lesson to be more fit for any certain student;""Then it could modify the lesson, Like an effective human instructor"". Evidently having facial action coding software in classrooms would be an extremely valuable thing, And although the opposing side may say that children should'nt have their emotions read that it's their personal buisness, it turns out most communication happens to be nonverbal anyways:""most human communication is nonverbal, including emotional communication.""

facial action coding system is an abosolute leap in technology advancements, for its ability to detect and analyze facial musclar movements. It would be extremely valuable for our modern day classrooms. Contrary to a common belief that it is wrong to read the emotions or expressions of younger kids just to make sure they are going to be paying attention in class it turns out we already do that as humans:"" in fact we humans perform this same impressive 'calculation' everyday. for instance, you can probably tell how. friend is feeling simply by the the look on her face"". Evidently if we are already doing this naturally as humans furthermore it would'nt develoup conflict.

Overall having facial action coding in our modern day classrooms would be very valuable and they would be beneficial for their capabilities to detect what a student is paying attention to the teacer or lesson in class, and also be able to modify class lesson to better them for the students, and finally for their ability to analyze the facial muscular movement.        ",3
03ff4c1,"First of all, NASA only gets their information from research and cameras which they depend on to help them with their research too. According to the text it states,""New high-resolution images and 3D altimetry from NASA's Mars Global Survey spacecraft reveal the Face on Mars for what it really is: A mesa."" Well, the Face of Mars does indeed exist but there is not any proof that there was life on Mars once because it seems impossible. To add to that it has been twenty five years since the discovery, and there is not a for sure explanation that is logical because some people think there is smething behind it.

Second, now to the conspiracy theorists, they think there was life on Mars like aliens. Anything is possible for one so they can't be entirely incorrect because even a few scientists got to thinking about the Face of Mars could be an alien too. According to the text it says,""Although few scientists believed the Face was an alien artifact, photographing Cydonia became a priority for NASA when Mars Global Surveyor(MGS) arrived at the Red Planet in September 1997, eighteen long years after the Viking missions ended."" Even scientists believed it too and NASA has logical thinkers in their coorporation too.

Next, on April 8,2001 they got a picture of the Face,""Malin's team captured an extraordinary using the camera's absolute maximum resolution. Each pixel in the 2001 image spans 1.56 meters, compared to 43 meters per pixel in the best 1976 Viking photo."" So overall the technology for the camera was very equiped.

Therefore, the conspiracy theorists may have some thoughts that make NASA ponder about. Such as, NASA could be lying to us all and making us to believe that there is no such thing as extra terestrial objects and such. Here are some interesting theories that government should give us answers on, is the world really round, do aliens exist, is NASA lying, is there really a so called space, could aliens be demons, and overall is the government lying and hiding a bunch of theories from us. In fact they may have those answers to our natural questions about life?

In conclusion, NASA goes by research and proven facts and conspiracy theories have nothing to back them up. There are so many questions about life and Man do not have all the answers. We do not even know of all the organisms that could be living in the ocean. We may never know these questions, but NASA goes by research, cameras, and approximations about these discoveries and us the people just have to believe in what they are telling us.               ",3
e0d4e7e,"Dear senator,

I am not in favor of the electoral college. The electoral college may seem helpful in some ways in terms of voting, but not entirely. Think of it this way; you vote for a specific candidate, but you are voting without knowing entirely whether or not your votes are making a difference because you have no control over who the electors vote for. I believe this system should make modifications.

Our county has already had many problems, and accusations of having a corrupt government. Hearing about the electoral college system, and the fact that as a nation we have almost no power for who is elected, does not help the case of being called ""corrupt"" or ""incorrect"". The people as a whole in the United States should be able to vote for the candidate of their choice, without worries. People who specifically vote for someone running for president should either be able to do it themselves, without having to vote for a slate of electors, or, the slate of electors should be more reliable. As in paragraph ten, we cannot always control who the elecotrs cast their vote for. ""Can voters control whom their electors vote for? Not always."" Either the electors need to be more reliable in carrying out the requests made by the people of the United States, or we must make modifications to possible change or all together cease use of the electoral college system.

In addition to the fact the American people do not hace full control over who our electors vote for, we do not even have control over who our electors are.

In paragraph eleven, it states that ""legislatures are technically responsible for picking electors, and that those electors could always defy the will of the people."" If you were truly in favor of protecting the rights given to the people of this country, you would notice this system is wrong. No control over our votes, and no control over the electors? Something must change.

Take into consideration how our country is affected every time a new president is elected. Sometimes this effect is good, others not so much. The popular vote should be able to decide who is elected for president because those who are voting will be effected greatly by the change in presidency. Popular vote means the vote cast the most, the vote submitted most, the vote a large majority presented. The popular vote is always at risk of being defied, and there is nothing the common people of the United States can do about it. There is no action we can take to change the election. In paragraph 16 of the article, it states that ""Each party selects a slate of electors trusted to vote for the party's nominee (and that trust is rarely betrayed)..."" Yes this trust may rarely be betrayed, but it is entirely possible. Just because it does not happen often, does not mean it is impossible...and who knows? What if the trust is betrayed sometimes without our knowledge?

Finally, unless I have not made it entirely clear, I am not in favor of the electoral college system. Trust can always be betrayed, even if it does not happen often it can still happen without our knowledge. The people residing in the United States and under the laws of our country do not have full control on who is elected as president. I am, however in favor of election by popular vote. This means that a state casts its vote based on who the majority has voted for, and I truly believe this would system would best suit our country.                       ",5
